epoch,train,test
1,0.1035,0.1022
2,0.25038333333333335,0.2522
3,0.42433333333333334,0.4283
4,0.6070333333333333,0.6122
5,0.6835,0.6848
6,0.7112166666666667,0.7199
7,0.7450333333333333,0.7574
8,0.7980666666666667,0.8085
9,0.82515,0.8346
10,0.846,0.8547
11,0.8630166666666667,0.8695
12,0.8690833333333333,0.8769
13,0.8772833333333333,0.8847
14,0.88305,0.8897
15,0.8868166666666667,0.8915
16,0.8896333333333334,0.8967
17,0.8961666666666667,0.9034
18,0.8972333333333333,0.9049
19,0.9004833333333333,0.908
20,0.9036333333333333,0.9122
21,0.9029166666666667,0.9113
22,0.9096666666666666,0.9164
23,0.91015,0.9169
24,0.9120833333333334,0.9173
25,0.9153833333333333,0.9231
26,0.9167666666666666,0.9219
27,0.9204833333333333,0.9276
28,0.9238166666666666,0.9306
29,0.9241833333333334,0.9309
30,0.924,0.9322
31,0.92795,0.9353
32,0.9288333333333333,0.9337
33,0.9315166666666667,0.9393
34,0.9338666666666666,0.9406
35,0.93395,0.9408
36,0.9370333333333334,0.9444
37,0.9387166666666666,0.9437
38,0.9397,0.947
39,0.9395,0.9454
40,0.9428666666666666,0.9495
41,0.9444,0.9498
42,0.9448,0.9507
43,0.9466166666666667,0.9525
44,0.94755,0.9525
45,0.9497333333333333,0.9548
46,0.9496833333333333,0.9533
47,0.9491666666666667,0.9554
48,0.9515333333333333,0.9559
49,0.952,0.9558
50,0.9540833333333333,0.9573
51,0.9531833333333334,0.9568
52,0.95575,0.961
53,0.9565666666666667,0.9617
54,0.95625,0.961
55,0.9568166666666666,0.9624
56,0.9592666666666667,0.9637
57,0.9595166666666667,0.9629
58,0.9605166666666667,0.9657
59,0.9604833333333334,0.9642
60,0.9608,0.966
61,0.96315,0.9682
62,0.9626833333333333,0.9681
63,0.96375,0.9681
64,0.9637166666666667,0.9684
65,0.9653833333333334,0.9701
66,0.9654833333333334,0.9697
67,0.9664333333333334,0.9707
68,0.9668166666666667,0.9721
69,0.9666,0.9696
70,0.96635,0.9698
71,0.9671,0.9707
72,0.9684,0.972
73,0.9674,0.97
74,0.9687666666666667,0.9725
75,0.97,0.9728
76,0.9699166666666666,0.9733
77,0.9699666666666666,0.9727
78,0.9697166666666667,0.9741
79,0.9694,0.9727
80,0.9714166666666667,0.974
81,0.97175,0.974
82,0.9716166666666667,0.9738
83,0.9722833333333334,0.9746
84,0.973,0.9745
85,0.97245,0.9748
86,0.9724333333333334,0.9744
87,0.9735,0.9749
88,0.97315,0.9736
89,0.974,0.9753
90,0.9728833333333333,0.9744
91,0.9743833333333334,0.9766
92,0.9750833333333333,0.9767
93,0.9740833333333333,0.9747
94,0.9745833333333334,0.9758
95,0.9750833333333333,0.9766
96,0.9756,0.9756
97,0.9757,0.9767
98,0.9748666666666667,0.9769
99,0.9754,0.976
100,0.9764,0.9774
101,0.9760666666666666,0.9773
102,0.9767166666666667,0.9779
103,0.9768,0.9775
104,0.9771833333333333,0.9768
105,0.9772333333333333,0.9792
106,0.9772333333333333,0.9766
107,0.9773833333333334,0.978
108,0.97695,0.9765
109,0.9779,0.9783
110,0.9777666666666667,0.978
111,0.9770666666666666,0.9772
112,0.9777666666666667,0.9781
113,0.9786166666666667,0.9797
114,0.97915,0.9796
115,0.9787333333333333,0.9788
116,0.9789166666666667,0.9802
117,0.97895,0.9789
118,0.9786833333333333,0.9789
119,0.9784,0.978
120,0.9797666666666667,0.9803
121,0.98005,0.9795
122,0.9800166666666666,0.9805
123,0.9799,0.98
124,0.98015,0.9796
125,0.9800333333333333,0.9808
126,0.9805666666666667,0.9807
127,0.9801333333333333,0.9806
128,0.9808333333333333,0.9804
129,0.97945,0.9785
130,0.97925,0.9796
131,0.9808333333333333,0.9796
132,0.98145,0.9814
133,0.9803333333333333,0.9792
134,0.9817666666666667,0.9818
135,0.9818166666666667,0.9811
136,0.98175,0.9809
137,0.9816166666666667,0.9812
138,0.9816166666666667,0.9818
139,0.9799,0.9791
140,0.9821666666666666,0.9812
141,0.9821333333333333,0.9808
142,0.9813333333333333,0.9795
143,0.9829,0.9814
144,0.9820833333333333,0.981
145,0.9824666666666667,0.9819
146,0.9830166666666666,0.9821
147,0.9830333333333333,0.9819
148,0.9813,0.9808
149,0.983,0.9824
150,0.9814833333333334,0.9814
151,0.983,0.9821
152,0.9831333333333333,0.9821
153,0.98335,0.982
154,0.9836833333333334,0.9831
155,0.9806,0.9812
156,0.9835,0.9822
157,0.9839333333333333,0.9826
158,0.9829166666666667,0.9827
159,0.9824166666666667,0.9814
160,0.9834333333333334,0.9814
161,0.9831333333333333,0.9833
162,0.9837,0.9828
163,0.9827333333333333,0.9817
164,0.9843833333333334,0.9822
165,0.9839166666666667,0.9825
166,0.9843,0.9825
167,0.9838833333333333,0.9829
168,0.98375,0.9824
169,0.9842833333333333,0.9832
170,0.9842166666666666,0.9823
171,0.9844166666666667,0.9835
172,0.9841,0.9832
173,0.9851833333333333,0.9825
174,0.9844333333333334,0.9829
175,0.9848333333333333,0.9827
176,0.9852833333333333,0.9832
177,0.9856833333333334,0.9834
