epoch,accuracy_train,accuracy_test,loss_train,loss_test,precision_train,precision_test,recall_train,recall_test,f1_score_train,f1_score_test
1,0.18216,0.1803,2.2162134647369385,2.21382999420166,0.23522210838514115,0.19911089938711568,0.2602285714285714,0.25757142857142856,0.1640867388296621,0.1607787141737295
2,0.2512,0.258,2.0331220626831055,2.0258288383483887,0.29178898756128047,0.2559395263450674,0.2512,0.258,0.2018599664708893,0.20661717075523364
3,0.3291,0.3319,1.8372281789779663,1.8365205526351929,0.35412840276969715,0.3528668053751761,0.3291,0.3319,0.2901666305996538,0.2935495979781223
4,0.39638,0.39,1.6873751878738403,1.692268967628479,0.3987376183925498,0.39081490098516025,0.39638,0.39,0.36814063570391764,0.3616301136002792
5,0.38502,0.3873,1.6937355995178223,1.6973739862442017,0.4293482453286235,0.4323034119733206,0.38502,0.3873,0.3582195912383644,0.3615686975695688
6,0.44016,0.4356,1.530140995979309,1.5361963510513306,0.4919989001064862,0.4933170710128342,0.44016,0.4356,0.4115715025864099,0.40856871812280743
7,0.50886,0.5103,1.3977079391479492,1.4070451259613037,0.5275130437004227,0.5267409896348489,0.50886,0.5103,0.5067841254878892,0.5084173421225683
8,0.46638,0.4624,1.4654748439788818,1.479374885559082,0.5201145973506943,0.5149762189782126,0.46638,0.4624,0.43190925756222276,0.4266212021455026
9,0.54182,0.5276,1.2862826585769653,1.3129380941390991,0.5591795930539755,0.5412711749833584,0.54182,0.5276,0.5329139788711189,0.5170037287121199
10,0.542,0.529,1.283460259437561,1.3151404857635498,0.5699382242111979,0.55016448178664,0.542,0.529,0.5237728092991744,0.5083447482108839
11,0.57748,0.5585,1.2116450071334839,1.2617968320846558,0.6007431103813106,0.5802639542880869,0.57748,0.5585,0.5742290844048309,0.5549231387322417
12,0.52248,0.511,1.4223103523254395,1.4614654779434204,0.5767419355795794,0.554312950266214,0.52248,0.511,0.5080168540119356,0.49347936382657187
13,0.6061,0.5871,1.1233888864517212,1.1832164525985718,0.6213215823609786,0.6034426083726244,0.6061,0.5871,0.589124372117578,0.5684421271562378
14,0.62324,0.5936,1.0818010568618774,1.1472162008285522,0.6565495279977708,0.6260484902787828,0.62324,0.5936,0.6163017874209151,0.5864586085108305
15,0.66188,0.6325,0.975310206413269,1.0537930727005005,0.6775037223816857,0.6464715774169782,0.66188,0.6325,0.663650933501905,0.6334716156359039
16,0.67566,0.6408,0.9348443150520325,1.0334161520004272,0.6913490465576793,0.6569246584597995,0.67566,0.6408,0.6733828375487275,0.6375468474116766
17,0.67268,0.6315,0.9364067316055298,1.0470504760742188,0.7024982551421423,0.6619718053041876,0.67268,0.6315,0.6780608766906062,0.6358657396381068
