epoch,accuracy_train,accuracy_test,loss_train,loss_test,precision_train,precision_test,recall_train,recall_test,f1_score_train,f1_score_test
1,0.2775,0.2778,2.2851250171661377,2.2851579189300537,0.4841508190042879,0.3679766149036561,0.31262908858763006,0.39890867317633544,0.24312988941834685,0.31285940519345984
2,0.53695,0.5285,2.258054733276367,2.257812976837158,0.6269613544218332,0.6248565627487438,0.53695,0.5285,0.49533242593882515,0.4880015618235205
3,0.62675,0.6294,2.2099170684814453,2.2089853286743164,0.7197532502897819,0.7263948550596493,0.62675,0.6294,0.60174279089224,0.6053724500183828
4,0.5875166666666667,0.5896,2.113884687423706,2.1116726398468018,0.7380687334854472,0.743159024114023,0.5875166666666667,0.5896,0.563745044283197,0.565849995923527
5,0.6533666666666667,0.6615,1.8892110586166382,1.8839812278747559,0.734726629730473,0.7426884781532951,0.6533666666666667,0.6615,0.6451565191847304,0.6530212586228479
6,0.7000333333333333,0.7097,1.4276509284973145,1.4154653549194336,0.7345139591441111,0.7451228847062965,0.7000333333333333,0.7097,0.6786787643289279,0.6889126936869596
7,0.7657833333333334,0.7734,0.96766197681427,0.9507964849472046,0.7717430891919186,0.7814207010312103,0.7657833333333334,0.7734,0.7597167188642552,0.7676924851628942
8,0.8110666666666667,0.8156,0.7159578204154968,0.698890745639801,0.8147395974376631,0.8204982003958788,0.8110666666666667,0.8156,0.808976591148573,0.8130780062764519
9,0.8396333333333333,0.8488,0.5912067294120789,0.5706251263618469,0.8407117920940345,0.8500611480636868,0.8396333333333333,0.8488,0.8388257532677353,0.8480347881518492
10,0.8542333333333333,0.862,0.5204436779022217,0.5010856986045837,0.8555743015869874,0.8631779462472181,0.8542333333333333,0.862,0.8535843565898231,0.8611715642150995
11,0.8642166666666666,0.8712,0.4733954966068268,0.4552778899669647,0.8664548998960645,0.8742821308101404,0.8642166666666666,0.8712,0.8642314508762897,0.871113657220009
12,0.8752833333333333,0.8828,0.4322284758090973,0.4126023054122925,0.8764572008058548,0.8836582249598101,0.8752833333333333,0.8828,0.8752881840317094,0.8825830127026942
13,0.8797,0.8853,0.4090626835823059,0.3894139230251312,0.8819452565184555,0.8876710377486019,0.8797,0.8853,0.8800024464916834,0.8853958742681202
14,0.8859166666666667,0.8933,0.38833826780319214,0.3712947964668274,0.8872085141038375,0.8949364082511188,0.8859166666666667,0.8933,0.885982330334911,0.8931655148534963
15,0.89025,0.8984,0.3692559599876404,0.3506726324558258,0.8916606190626222,0.8993537068386177,0.89025,0.8984,0.8903766827731495,0.8983272673037623
16,0.8960166666666667,0.9,0.3538856506347656,0.3362590968608856,0.895901968593621,0.8998557991123295,0.8960166666666667,0.9,0.895693420828865,0.8996091342422351
17,0.8961333333333333,0.9026,0.3476235568523407,0.3263500928878784,0.8966669317218187,0.9029124544588696,0.8961333333333333,0.9026,0.8958751465620945,0.9023920167348503
18,0.90125,0.9075,0.32931414246559143,0.30876439809799194,0.9015204881768302,0.9080702207767605,0.90125,0.9075,0.9010586680647024,0.907284043651122
19,0.9042833333333333,0.9094,0.3198642432689667,0.3020479381084442,0.9048368334443915,0.9099874069152974,0.9042833333333333,0.9094,0.9041750268058032,0.9092400943690534
20,0.9067333333333333,0.914,0.311933696269989,0.2932252585887909,0.9067969019797304,0.9140212742707273,0.9067333333333333,0.914,0.9064512788339392,0.9136749212887604
21,0.9083333333333333,0.9143,0.3057364523410797,0.2861124873161316,0.909927498046716,0.9159767275558514,0.9083333333333333,0.9143,0.9084085822652092,0.914367667421775
