epoch,accuracy_train,accuracy_test,loss_train,loss_test,precision_train,precision_test,recall_train,recall_test,f1_score_train,f1_score_test
1,0.43485,0.4299,2.2291629314422607,2.2280075550079346,0.7252244906088277,0.7143696224652901,0.5365206662553978,0.5308062723793061,0.5101715237222497,0.5009918671550647
2,0.6281166666666667,0.6334,1.9191454648971558,1.912155270576477,0.6787044772656291,0.698287755542486,0.6905036735740853,0.6954325867369345,0.6131165859426798,0.6160459544839998
3,0.7607833333333334,0.7766,0.9748581647872925,0.9480994343757629,0.7633586448329963,0.7778358682866398,0.7607833333333334,0.7766,0.756325267980256,0.7720015774834827
4,0.8044333333333333,0.8143,0.6347659230232239,0.611412763595581,0.8159466817139134,0.826033859995667,0.8044333333333333,0.8143,0.7959828761760676,0.8069931441790446
5,0.8184333333333333,0.8314,0.5601183176040649,0.5299129486083984,0.8576145663292105,0.864973472671797,0.8184333333333333,0.8314,0.8240073587601978,0.8360756132850916
6,0.8249333333333333,0.8265,0.5416712760925293,0.5205971598625183,0.8548110590212392,0.8564231831217473,0.8249333333333333,0.8265,0.8234365757043174,0.8244135604525922
7,0.87035,0.875,0.4153285026550293,0.3977412283420563,0.8763066487899274,0.8796312970887451,0.87035,0.875,0.8692072582142213,0.8737111516033208
8,0.8728333333333333,0.8794,0.40732020139694214,0.3861441910266876,0.8801489804445731,0.8856323965685026,0.8728333333333333,0.8794,0.8728630238435253,0.8794055839697359
9,0.8563166666666666,0.8607,0.4546829164028168,0.4402380883693695,0.8790159096167672,0.8824603478265928,0.8563166666666666,0.8607,0.858207898415712,0.8626604160451193
10,0.8766,0.8808,0.3905258774757385,0.3745529353618622,0.8858329935610667,0.8901445633002554,0.8766,0.8808,0.8768621472562627,0.8810255925833895
11,0.8834666666666666,0.8932,0.3636607527732849,0.34197673201560974,0.893539791646293,0.9024361325057538,0.8834666666666666,0.8932,0.8840668555159554,0.8939356910442926
12,0.9101833333333333,0.9153,0.2977063059806824,0.2796052098274231,0.911292353907979,0.9163493842141662,0.9101833333333333,0.9153,0.9102992594919457,0.9153498328842287
13,0.9076,0.9132,0.30424606800079346,0.2891569435596466,0.9118269384802998,0.9176123335480119,0.9076,0.9132,0.9077932000895265,0.9133974465814323
14,0.9121,0.9188,0.2911764681339264,0.270587295293808,0.9139249669711348,0.9203388549131327,0.9121,0.9188,0.9121214482570521,0.9187675995170208
15,0.9129166666666667,0.9196,0.28484997153282166,0.268482506275177,0.915644894994547,0.9218670068145056,0.9129166666666667,0.9196,0.9127971357241224,0.9195544666468041
16,0.9166833333333333,0.9239,0.2764853239059448,0.2543925940990448,0.9218939411315743,0.9282935431593144,0.9166833333333333,0.9239,0.9175511023188168,0.9246833602246918
17,0.9029833333333334,0.9119,0.2979779541492462,0.27824440598487854,0.9122987666037772,0.9201328052296405,0.9029833333333334,0.9119,0.9023807907103951,0.9114268478500773
18,0.8953666666666666,0.9003,0.32679811120033264,0.31884610652923584,0.9144747329616978,0.9192353289311399,0.8953666666666666,0.9003,0.8971576808257196,0.902140875337556
19,0.91185,0.9148,0.2730482518672943,0.25408974289894104,0.9210103476310693,0.9223415962221003,0.91185,0.9148,0.9123339242297174,0.9150806441940058
20,0.9337333333333333,0.9397,0.22327612340450287,0.2133345752954483,0.9343313444397848,0.9404545089893781,0.9337333333333333,0.9397,0.9334796260784113,0.9395573965975125
21,0.9303833333333333,0.9349,0.22528912127017975,0.20971399545669556,0.9333415635552976,0.9372808974724374,0.9303833333333333,0.9349,0.9304458920430846,0.9348955737329984
22,0.94195,0.9472,0.19100001454353333,0.17834676802158356,0.9423416909151955,0.9476500485950239,0.94195,0.9472,0.9419475922174193,0.9471384703400492
23,0.94015,0.9445,0.1939994841814041,0.17984645068645477,0.942245262542063,0.9462981601405301,0.94015,0.9445,0.9404455260744292,0.9446575103804911
24,0.92425,0.9264,0.23320548236370087,0.22374016046524048,0.9308431369833551,0.9338902259440978,0.92425,0.9264,0.9240745937967028,0.9260596122650712
25,0.9316166666666666,0.9388,0.22724661231040955,0.2109978049993515,0.9378682600581287,0.9435317563512455,0.9316166666666666,0.9388,0.9325002296805733,0.9394448717247434
26,0.9493333333333334,0.9525,0.17190665006637573,0.16106177866458893,0.9495157525200055,0.9528953143721852,0.9493333333333334,0.9525,0.9491208987195819,0.9523341696357135
27,0.9494,0.9536,0.16765953600406647,0.15510280430316925,0.9500456621388145,0.954465219237785,0.9494,0.9536,0.9493823443813306,0.9535949925087723
28,0.9537833333333333,0.9571,0.15595389902591705,0.14307941496372223,0.953863219487287,0.9574060681010195,0.9537833333333333,0.9571,0.953717234675812,0.9570519270205994
29,0.95505,0.9582,0.15192538499832153,0.14112870395183563,0.9551040627565041,0.9583474669969302,0.95505,0.9582,0.9550354645820875,0.9581775799633824
30,0.9545333333333333,0.9579,0.1514158546924591,0.13933974504470825,0.9548486440106496,0.9581767413398101,0.9545333333333333,0.9579,0.9545928658985141,0.957923856218194
31,0.9557833333333333,0.9594,0.14867311716079712,0.13676993548870087,0.9557522656723986,0.9594464831561647,0.9557833333333333,0.9594,0.9557484133857879,0.9593653261930891
32,0.9552333333333334,0.9591,0.15128347277641296,0.1406041532754898,0.9554180092389978,0.9592896335993061,0.9552333333333334,0.9591,0.9552129981015867,0.9590503246232042
33,0.9564666666666667,0.9605,0.1472826451063156,0.13663189113140106,0.9564189599852893,0.9606273311164402,0.9564666666666667,0.9605,0.9564201532904483,0.9604654526293752
34,0.9564333333333334,0.9608,0.14642685651779175,0.13613973557949066,0.9564815114044106,0.9609534333964228,0.9564333333333334,0.9608,0.9564257646401757,0.9607737337284474
35,0.9565166666666667,0.9599,0.1473444700241089,0.1357116997241974,0.956576382032293,0.9600658012310455,0.9565166666666667,0.9599,0.9564762093843171,0.9598755937324038
36,0.9569666666666666,0.9607,0.14535316824913025,0.1345447152853012,0.956985512434386,0.9608748679287992,0.9569666666666666,0.9607,0.9569299068569496,0.9606887689424038
37,0.9569666666666666,0.9615,0.14354871213436127,0.13164487481117249,0.9570096013025565,0.9615466362076246,0.9569666666666666,0.9615,0.9569609761262848,0.9614781684018384
38,0.9578833333333333,0.9612,0.1438676416873932,0.13357572257518768,0.9578387349141931,0.961341371108449,0.9578833333333333,0.9612,0.9578197841634217,0.961158201653969
39,0.9583,0.9619,0.14215059578418732,0.13154402375221252,0.9582591278725411,0.9619964875105251,0.9583,0.9619,0.9582601785787473,0.9618722843387637
40,0.9582166666666667,0.9618,0.14116477966308594,0.13071206212043762,0.9582170971076465,0.9619321199687847,0.9582166666666667,0.9618,0.9581955312157553,0.9617849188438282
41,0.9583833333333334,0.9613,0.1403917372226715,0.1305358111858368,0.9583666020155205,0.9614674812640562,0.9583833333333334,0.9613,0.9583596233347621,0.9612857915579305
42,0.9579666666666666,0.9621,0.14111673831939697,0.13107265532016754,0.9580537109816204,0.962356918503687,0.9579666666666666,0.9621,0.9579833657668843,0.9621078971590592
43,0.9591666666666666,0.9626,0.13886608183383942,0.129289448261261,0.959209479369715,0.9627627334978941,0.9591666666666666,0.9626,0.9591727745152224,0.9625892363293282
