epoch,accuracy_train,accuracy_test,loss_train,loss_test,precision_train,precision_test,recall_train,recall_test,f1_score_train,f1_score_test
1,0.28278333333333333,0.2818,2.2852907180786133,2.2853143215179443,0.43855009848241866,0.3429647392001384,0.4050563407181054,0.40465249856404367,0.3000331561335216,0.30137724085977663
2,0.5568,0.5521,2.258192777633667,2.2579360008239746,0.6297924803453069,0.6316902531601136,0.5568,0.5521,0.5235495914876526,0.5203010760496182
3,0.6137,0.6127,2.20991849899292,2.2089829444885254,0.7217200582679889,0.7243216938632713,0.6137,0.6127,0.5881381835268478,0.5876478437498844
4,0.6038333333333333,0.6061,2.1142594814300537,2.112079381942749,0.7357206627528663,0.7411807431649206,0.6038333333333333,0.6061,0.583529434623958,0.5862699061513394
5,0.6500833333333333,0.659,1.8907321691513062,1.8853209018707275,0.7335934176464971,0.7423405473692728,0.6500833333333333,0.659,0.6394751965939189,0.6482492844648972
6,0.6958833333333333,0.706,1.4291270971298218,1.416871190071106,0.7309063525278753,0.7454602666822209,0.6958833333333333,0.706,0.673318671592348,0.683727724230352
7,0.7664,0.7727,0.9656369090080261,0.949217677116394,0.7717974583088093,0.7812038654974046,0.7664,0.7727,0.7593720746893496,0.7655423632593756
8,0.8117166666666666,0.8173,0.7172285914421082,0.7005981802940369,0.8142322807411074,0.8213116407721003,0.8117166666666666,0.8173,0.8098604819822417,0.8150070729433885
9,0.8423,0.8499,0.588925302028656,0.5695663690567017,0.8432846743687062,0.8511126525451908,0.8423,0.8499,0.8420379994755384,0.8496367741578214
10,0.8573833333333334,0.8675,0.5150653123855591,0.4955892562866211,0.8574283582089774,0.8675203832766081,0.8573833333333334,0.8675,0.8568672801124481,0.8668532102052364
11,0.8673833333333333,0.8753,0.46912992000579834,0.44972240924835205,0.8685200058982074,0.8762927758574893,0.8673833333333333,0.8753,0.8675260753072767,0.8752541149736327
12,0.8753833333333333,0.8811,0.43096494674682617,0.411259263753891,0.8774640817560585,0.8824296971951677,0.8753833333333333,0.8811,0.8756425908847796,0.8811384030799884
13,0.88175,0.8901,0.4050277769565582,0.38433414697647095,0.8836989385211014,0.8915536705967207,0.88175,0.8901,0.8820256817074081,0.8901522042513017
14,0.8881333333333333,0.8947,0.38342711329460144,0.36518174409866333,0.8882021993549085,0.8951512088470875,0.8881333333333333,0.8947,0.8879594818993505,0.8944297477068444
15,0.8919166666666667,0.8991,0.36714833974838257,0.34871724247932434,0.8927408659004702,0.8995137957990208,0.8919166666666667,0.8991,0.8919034400261234,0.8989104668533903
16,0.8966666666666666,0.9029,0.35201045870780945,0.3330596685409546,0.8966399663142215,0.903182723130438,0.8966666666666666,0.9029,0.8964176802570546,0.9026297722785884
17,0.8992666666666667,0.9062,0.3401171565055847,0.32013261318206787,0.8999424387810544,0.9066850294605898,0.8992666666666667,0.9062,0.89920910984074,0.9060775742302727
18,0.9030333333333334,0.9101,0.326299250125885,0.30740877985954285,0.9029612715370813,0.9102860666421225,0.9030333333333334,0.9101,0.9028782281542453,0.9099051871644164
19,0.9051333333333333,0.9114,0.31656700372695923,0.29760780930519104,0.9054181363005994,0.9118413102108094,0.9051333333333333,0.9114,0.9050666365125942,0.9112788819296982
20,0.9081333333333333,0.9155,0.30819493532180786,0.29104283452033997,0.9079497863844973,0.9155321921780998,0.9081333333333333,0.9155,0.9078848924358087,0.9152371946471798
21,0.9103,0.9178,0.299124151468277,0.2815690338611603,0.9108082380048774,0.9185809427737848,0.9103,0.9178,0.9102795526999575,0.9176906401778071
22,0.9132333333333333,0.9205,0.28927621245384216,0.27083417773246765,0.9132357087898612,0.9205170557328436,0.9132333333333333,0.9205,0.913156184361211,0.9203358501055807
23,0.9144166666666667,0.9206,0.2826319634914398,0.2654102146625519,0.914688761299396,0.9209644219238884,0.9144166666666667,0.9206,0.9143255903492615,0.9204226420941594
24,0.9179666666666667,0.9242,0.2745893895626068,0.25688332319259644,0.9181059763199554,0.9242156031312364,0.9179666666666667,0.9242,0.9179186129563315,0.9241016023947214
25,0.9208,0.9267,0.2654280364513397,0.24757395684719086,0.9206863173641254,0.9266765304389942,0.9208,0.9267,0.920719854758271,0.9265856095193914
26,0.92055,0.9252,0.26423805952072144,0.24430863559246063,0.9215041759734613,0.9261544470210787,0.92055,0.9252,0.9205954114677621,0.925225305450655
27,0.9239833333333334,0.9307,0.25213247537612915,0.23397719860076904,0.9242368712221374,0.9309308362751592,0.9239833333333334,0.9307,0.9239616949246029,0.9306599766783643
28,0.9259,0.9316,0.24602028727531433,0.22936491668224335,0.9259079374975017,0.9317395499364085,0.9259,0.9316,0.9257909650205767,0.9314628705754349
29,0.9267833333333333,0.9311,0.24278776347637177,0.22761788964271545,0.9270391211850841,0.9315830890941208,0.9267833333333333,0.9311,0.9266129629314949,0.9309231582387186
30,0.9277333333333333,0.9348,0.2387188822031021,0.22094304859638214,0.9279331409772057,0.9349225901709222,0.9277333333333333,0.9348,0.9275124416871865,0.93464221235934
31,0.9317333333333333,0.9385,0.2275363653898239,0.20987387001514435,0.9318320166374301,0.9386004669649423,0.9317333333333333,0.9385,0.9317043681028876,0.9384401495791402
32,0.9336166666666667,0.9394,0.2228902131319046,0.20804031193256378,0.9338236823010464,0.939838727405548,0.9336166666666667,0.9394,0.9336203243321487,0.9394025342200283
33,0.9343,0.9413,0.22036287188529968,0.20333558320999146,0.9344118702248292,0.9413680128893263,0.9343,0.9413,0.9341261244419109,0.9411712443109053
34,0.9362,0.9423,0.213067889213562,0.19696952402591705,0.9366715109525057,0.9427394406540363,0.9362,0.9423,0.936230078779871,0.9423242568271595
35,0.93785,0.9436,0.20708508789539337,0.19137895107269287,0.938069720442314,0.9439110484124862,0.93785,0.9436,0.9378326314913068,0.9435818007772788
36,0.9391166666666667,0.946,0.2031170129776001,0.18827584385871887,0.9390879559153021,0.9461170536768437,0.9391166666666667,0.946,0.9389923923856466,0.9459072169122031
37,0.9405166666666667,0.9449,0.19922156631946564,0.18542072176933289,0.9408041548141319,0.9454568647220111,0.9405166666666667,0.9449,0.9404894701761947,0.9448635409786477
38,0.9424833333333333,0.9487,0.19305449724197388,0.17934906482696533,0.942436780326702,0.9488874813239246,0.9424833333333333,0.9487,0.9424319380715059,0.9486560114962109
39,0.9425833333333333,0.9478,0.19136731326580048,0.1778820902109146,0.9426891909245992,0.9480526911209696,0.9425833333333333,0.9478,0.9425055594593796,0.9477263724324719
40,0.9446666666666667,0.9504,0.18559865653514862,0.17161910235881805,0.9447447229454655,0.9506148123963191,0.9446666666666667,0.9504,0.9446064302123987,0.9503951317914081
41,0.9464666666666667,0.9523,0.18119671940803528,0.16801796853542328,0.9464661585334768,0.9524632464364049,0.9464666666666667,0.9523,0.9464120479943063,0.9522748713672645
42,0.9471,0.9531,0.1774030178785324,0.16323606669902802,0.9471719274508017,0.9532153485792518,0.9471,0.9531,0.9470599551312832,0.953085093351614
43,0.94835,0.9538,0.17400498688220978,0.1623173952102661,0.9483306605919091,0.9539983552806629,0.94835,0.9538,0.9482834961182864,0.953775313953246
44,0.9493833333333334,0.9556,0.1712610125541687,0.15517449378967285,0.9494600986284595,0.9556589779088835,0.9493833333333334,0.9556,0.9493299483558922,0.9555809475880033
45,0.9498333333333333,0.9537,0.16737738251686096,0.15440721809864044,0.9501445915366605,0.9540727264867013,0.9498333333333333,0.9537,0.9498833834168573,0.9537165571616241
46,0.95115,0.9559,0.1650039255619049,0.15142515301704407,0.9512096824274305,0.9560553686301632,0.95115,0.9559,0.951076481068688,0.9558636225133489
47,0.9525,0.9582,0.16070181131362915,0.1470116376876831,0.952528009261428,0.9583066682228684,0.9525,0.9582,0.9524417911027405,0.9581801862214877
48,0.9535833333333333,0.9584,0.15792526304721832,0.14388857781887054,0.9536924601206175,0.9585608332228521,0.9535833333333333,0.9584,0.953574383741107,0.9583804693050167
49,0.95435,0.9582,0.1554667353630066,0.1424168348312378,0.9545945676536925,0.9584615060278131,0.95435,0.9582,0.954390386076049,0.9582326397403474
50,0.9555,0.9604,0.15037910640239716,0.13762114942073822,0.955439697950651,0.9604302816869685,0.9555,0.9604,0.9554346608390488,0.9603648450870327
51,0.9559,0.9601,0.14909382164478302,0.13662202656269073,0.955960512534576,0.9602772141287336,0.9559,0.9601,0.9558849862771617,0.9600828909063873
52,0.9571666666666667,0.9615,0.14507265388965607,0.13366253674030304,0.9571027188931998,0.9615989595678162,0.9571666666666667,0.9615,0.9571112392247293,0.9614790266906575
53,0.9575833333333333,0.9612,0.1442493051290512,0.1324079930782318,0.9576617556292617,0.9613908996524384,0.9575833333333333,0.9612,0.9575474827340595,0.9611694230025076
54,0.9586166666666667,0.9623,0.14083141088485718,0.12798994779586792,0.9585959168481885,0.9623583717551278,0.9586166666666667,0.9623,0.9585630503115048,0.9622643088447564
55,0.9591666666666666,0.9627,0.1389472335577011,0.12584951519966125,0.9591564686972254,0.9627710981102496,0.9591666666666666,0.9627,0.9591060222851263,0.9626708290832415
56,0.96,0.9644,0.13635872304439545,0.12415145337581635,0.9599793711538178,0.9644683822703927,0.96,0.9644,0.9599526706455956,0.9643723746734135
57,0.961,0.9643,0.13403111696243286,0.12228911370038986,0.9610635874557091,0.9644166131213863,0.961,0.9643,0.9609895370953341,0.9642973288934551
58,0.9608333333333333,0.9653,0.1319320797920227,0.11967594921588898,0.960852736843634,0.9653821083462313,0.9608333333333333,0.9653,0.9608011239566105,0.9652785649566433
59,0.9619,0.9649,0.13137641549110413,0.12135980278253555,0.9619508973625637,0.9651654064816779,0.9619,0.9649,0.9618585115770717,0.9648985599245385
60,0.96215,0.9658,0.1299135386943817,0.1182982325553894,0.9621883368480232,0.96591203164459,0.96215,0.9658,0.9621062604708656,0.9657833983612071
61,0.9636,0.9678,0.12546347081661224,0.11400606483221054,0.9635758031805344,0.9678672475111544,0.9636,0.9678,0.9635663766455645,0.9677865704194981
62,0.9636833333333333,0.9681,0.12461331486701965,0.11278408020734787,0.9637077711449691,0.9681990091828735,0.9636833333333333,0.9681,0.963639063709223,0.9680856158699808
63,0.9645166666666667,0.9686,0.12153536081314087,0.11034704744815826,0.9645026165681134,0.9686579131724915,0.9645166666666667,0.9686,0.9644951893535196,0.968597522821516
64,0.9646333333333333,0.9677,0.12010059505701065,0.11107639223337173,0.9646717291010096,0.9678451880655583,0.9646333333333333,0.9677,0.9646400787988932,0.9677036782119254
65,0.9635333333333334,0.9666,0.12176884710788727,0.10989085584878922,0.9637948077455263,0.9668289268842393,0.9635333333333334,0.9666,0.9635537944853299,0.9666217337140642
66,0.96575,0.97,0.11691206693649292,0.1053643673658371,0.9657672696307521,0.9700757876614465,0.96575,0.97,0.9657428553921358,0.9699954383316326
67,0.9659833333333333,0.9693,0.11534162610769272,0.1058024913072586,0.9659888895866305,0.9693795043778729,0.9659833333333333,0.9693,0.9659701669358363,0.9692905241691411
68,0.96585,0.9691,0.1157383844256401,0.10536256432533264,0.9659727793784585,0.9692697042703367,0.96585,0.9691,0.9658697759240967,0.969120868307669
69,0.9664333333333334,0.9698,0.11349111050367355,0.10380080342292786,0.9664154372818429,0.9698633023558608,0.9664333333333334,0.9698,0.9663895083333585,0.9697878622136353
70,0.9674166666666667,0.9703,0.11072035133838654,0.10027125477790833,0.9674519913213586,0.9703435137434724,0.9674166666666667,0.9703,0.9674167352707025,0.9702980729815981
71,0.96655,0.968,0.11260350793600082,0.1028614416718483,0.966731501764799,0.9681382678461872,0.96655,0.968,0.9665433171351604,0.9679885519164003
72,0.9682333333333333,0.9712,0.10832390934228897,0.09805124998092651,0.9682335894783489,0.971246913300457,0.9682333333333333,0.9712,0.968214012871106,0.971187874783551
73,0.9686666666666667,0.9704,0.10737516731023788,0.09885627776384354,0.9687144751192907,0.9705318860757457,0.9686666666666667,0.9704,0.9686760231997898,0.9704030927466856
74,0.9688166666666667,0.9718,0.10624062269926071,0.09611648321151733,0.9688753482917303,0.9718549976227521,0.9688166666666667,0.9718,0.9688314819239934,0.9717960380463645
75,0.9684333333333334,0.9697,0.10707096010446548,0.0987764224410057,0.9685224600617406,0.9697959640853107,0.9684333333333334,0.9697,0.9684305479824146,0.96969410949833
76,0.9697333333333333,0.972,0.10327165573835373,0.09375858306884766,0.9697225456932503,0.972029500576646,0.9697333333333333,0.972,0.9697145998235016,0.9719876619753927
77,0.9691,0.9712,0.10388652235269547,0.09600525349378586,0.9691856369005957,0.971316183156427,0.9691,0.9712,0.9691170843412554,0.9712026371515158
78,0.9701166666666666,0.9716,0.10192236304283142,0.09231938421726227,0.9701914485906072,0.9716410240638683,0.9701166666666666,0.9716,0.9701221347656094,0.9715966640830075
79,0.96855,0.9694,0.10431474447250366,0.09540973603725433,0.9687421212760801,0.9695254933837255,0.96855,0.9694,0.9685522637468166,0.9693934275194359
